index	origin	start	end
1	Chr1	10000	122026459
CEN1	Chr1	122026460	125184587
2	Chr1	125184588	177936161
3	Chr1	177936162	184939349
4	Chr1	184939350	248946421
5	Chr2	10000	92188145
CEN2	Chr2	92188146	94090557
6	Chr2	94090558	242183528
7	Chr3	10000	90772458
CEN3	Chr3	90772459	93655574
8	Chr3	93655575	147800284
9	Chr3	147800285	151213919
10	Chr3	151213920	198235558
11	Chr4	10000	3517182
12	Chr4	3517183	10208947
13	Chr4	10208948	16716800
14	Chr4	16716801	21242789
15	Chr4	21242790	24749972
16	Chr4	24749973	43158269
17	Chr4	43158270	47713398
18	Chr4	47713399	49708100
CEN4	Chr4	49708101	51743951
19	Chr4	51743952	98556306
20	Chr4	98556307	105681978
21	Chr4	105681979	174494796
22	Chr4	174494797	184478830
23	Chr4	184478831	190204554
24	Chr5	10000	46485900
CEN5	Chr5	46485901	50059807
25	Chr5	50059808	181478258
26	Chr6	60000	58553888
CEN6	Chr6	58553889	59829934
27	Chr6	59829935	145476245
28	Chr6	145476246	150158725
29	Chr6	150158726	170745978
30	Chr7	10000	58169653
CEN7	Chr7	58169654	60828234
31	Chr7	60828235	159335972
32	Chr8	60000	44033744
CEN8	Chr8	44033745	45877265
33	Chr8	45877266	145078635
34	Chr9	10000	43236167
CEN9	Chr9	43236168	45518558
35	Chr9	45518559	138334716
36	Chr10	10000	39686682
CEN10	Chr10	39686683	41593521
37	Chr10	41593522	133787421
38	Chr11	60000	51078348
CEN11	Chr11	51078349	54425074
39	Chr11	54425075	135076621
40	Chr12	10000	34769407
CEN12	Chr12	34769408	37185252
41	Chr12	37185253	72105427
42	Chr12	72105428	75716425
43	Chr12	75716426	129654311
44	Chr12	129654312	133265308
45	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
46	Chr13	18051249	114354327
47	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
48	Chr14	18173524	106883717
49	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
50	Chr15	19725255	101981188
51	Chr16	10000	36311158
CEN16	Chr16	36311159	38280682
52	Chr16	38280683	90228344
53	Chr17	60000	14254597
54	Chr17	14254598	15627589
55	Chr17	15627590	22813679
CEN17	Chr17	22813680	26885980
56	Chr17	26885981	83247440
57	Chr18	10000	15460899
CEN18	Chr18	15460900	20861206
58	Chr18	20861207	80263284
59	Chr19	60000	24498980
CEN19	Chr19	24498981	27190874
60	Chr19	27190875	58607615
61	Chr20	60000	26436232
CEN20	Chr20	26436233	30038348
62	Chr20	30038349	37743950
63	Chr20	37743951	37743951
64	Chr20	37743952	64334166
65	Chr21	5010000	10864560
CEN21	Chr21	10864561	12915808
66	Chr21	12915809	46699982
67	Chr22	10510000	12954788
CEN22	Chr22	12954789	15054318
68	Chr22	15054319	50808467
69	ChrX	10000	58605579
CENX	ChrX	58605580	62412542
70	ChrX	62412543	156030894
71	ChrY	10000	10316944
CENY	ChrY	10316945	10544039
72	ChrY	10544040	57217414
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+,4+	10000	10000
Chr1b	1+,CEN1+,2+,3+,4+	10000	10000
Chr2a	5+,CEN2+,6+	10000	10000
Chr2b	5+,CEN2+,6+	10000	10000
Chr3a	7+,CEN3+,8+,9+,10+	10000	60000
Chr3b	7+,CEN3+,8+,10+	10000	60000
Chr4a	11-,12+,22+,14+,15+,16+,17-,18+,CEN4+,19+,20-,21+,13+,23+	10000	10000
Chr4b	11+,12+,13+,14+,15+,16+,17+,18+,CEN4+,19+,20+,21+,22+,23+	10000	10000
Chr5a	24+,CEN5+,25+	10000	60000
Chr5b	24+,CEN5+,25+	10000	60000
Chr6a	26+,CEN6+,27+,28+,29+	60000	60000
Chr6b	26+,CEN6+,27+,28+,28-,29+	60000	60000
Chr7a	30+,CEN7+,31+	10000	10000
Chr7b	30+,CEN7+,31+	10000	10000
Chr8a	32+,CEN8+,33+	60000	60000
Chr8b	32+,CEN8+,33+	60000	60000
Chr9a	34+,CEN9+,35+	10000	60000
Chr9b	34+,CEN9+,35+	10000	60000
Chr10a	36+,CEN10+,37+	10000	10000
Chr10b	36+,CEN10+,37+	10000	10000
Chr10c	36+,CEN10+,37+	10000	10000
Chr11a	38+,CEN11+,39+	60000	10000
Chr11b	38+,CEN11+,39+	60000	10000
Chr12a	40+,CEN12+,41+,42+,43+,44+	10000	10000
Chr12b	40+,CEN12+,41+,42+,43+,44-,44+	10000	10000
Chr13a	45+,CEN13+,46+	16000000	10000
Chr13b	45+,CEN13+,46+	16000000	10000
Chr14a	47+,CEN14+,48+	16000000	160000
Chr14b	47+,CEN14+,48+	16000000	160000
Chr15a	49+,CEN15+,50+	17000000	10000
Chr15b	49+,CEN15+,50+	17000000	10000
Chr16a	51+,CEN16+,52+	10000	110000
Chr16b	51+,CEN16+,52+	10000	110000
Chr17a	53+,54+,54+,55+,CEN17+,56+	60000	10000
Chr17b	53+,54+,55+,CEN17+,56+	60000	10000
Chr18a	57+,CEN18+,58+	10000	110000
Chr18b	57+,CEN18+,58+	10000	110000
Chr19a	59+,CEN19+,60+	60000	10000
Chr19b	59+,CEN19+,60+	60000	10000
Chr20a	61+,CEN20+,62+,3+,63+,64+	60000	110000
Chr20b	61+,CEN20+,62+,63+,64+	60000	110000
Chr21a	65+,CEN21+,66+	5010000	10000
Chr21b	65+,CEN21+,66+	5010000	10000
Chr22a	67+,CEN22+,68+	10510000	10000
Chr22b	67+,CEN22+,68+	10510000	10000
ChrXa	69+,CENX+,70+	10000	10000
ChrXb	69+,CENX+	10000	10000
ChrYa	71+,CENY+,72+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrY']
block 1: random events
	duplication on segments [54+], from Chr17a to Chr17a	(ins,54.2)
	nonreciprocal translocation on segments [3+], from Chr1a to Chr20a	(del,2.1,4.1)(ins,3.1)
	left duplication inversion on segments [44+], from Chr12b to Chr12b	(ins,44.1)
	deletion on segments [9+], from Chr3b to Chr3b	(del,8.1,10.1)
	balanced reciprocal translocation on segments [13+], from Chr4a to Chr4a	(del,12.1,14.1)(ins,13.1)
	balanced reciprocal translocation on segments [22+], from Chr4a to Chr4a	(del,21.1,23.1)(ins,22.1)
	chromosomal duplication on segments [36+,CEN10+,37+], from Chr10a to Chr10a	-
	inversion on segments [17+], from Chr4a to Chr4a	(inv,17.1)
	right duplication inversion on segments [28+], from Chr6b to Chr6b	(ins,28.2)
	inversion on segments [11+], from Chr4a to Chr4a	(inv,11.1)
	arm tandem duplication on segments [69+], from ChrXa to ChrXb	-
	inversion on segments [20+], from Chr4a to Chr4a	(inv,20.1)
