index	origin	start	end
1	Chr1	10000	121535434
CEN1	Chr1	121535435	124535433
2	Chr1	124535434	249240621
3	Chr2	10000	1718795
4	Chr2	1718796	3159899
5	Chr2	3159900	4868695
6	Chr2	4868696	92326171
CEN2	Chr2	92326172	95326170
7	Chr2	95326171	243189373
8	Chr3	10000	90504854
CEN3	Chr3	90504855	93504853
9	Chr3	93504854	198012430
10	Chr4	10000	3074603
11	Chr4	3074604	39496352
12	Chr4	39496353	42560956
13	Chr4	42560957	49660117
CEN4	Chr4	49660118	52660116
14	Chr4	52660117	191144276
15	Chr5	10000	46405641
CEN5	Chr5	46405642	49405640
16	Chr5	49405641	165009836
17	Chr5	165009837	166321945
18	Chr5	166321946	179593152
19	Chr5	179593153	180905260
20	Chr6	10000	58830166
CEN6	Chr6	58830167	61830165
21	Chr6	61830166	73272249
22	Chr6	73272250	77037887
23	Chr6	77037888	167339430
24	Chr6	167339431	171105067
25	Chr7	10000	58054331
CEN7	Chr7	58054332	61054330
26	Chr7	61054331	159128663
27	Chr8	10000	43838887
CEN8	Chr8	43838888	46838886
28	Chr8	46838887	124094745
29	Chr8	124094746	125990529
30	Chr8	125990530	144458239
31	Chr8	144458240	146354022
32	Chr9	10000	47367679
CEN9	Chr9	47367680	50367678
33	Chr9	50367679	141203431
34	Chr10	10000	39254935
CEN10	Chr10	39254936	42254934
35	Chr10	42254935	54298402
36	Chr10	54298403	55132094
37	Chr10	55132095	55297895
38	Chr10	55297896	59477662
39	Chr10	59477663	131344981
40	Chr10	131344982	134691056
41	Chr10	134691057	135524747
42	Chr11	10000	51644205
CEN11	Chr11	51644206	54644204
43	Chr11	54644205	134996516
44	Chr12	10000	34856694
CEN12	Chr12	34856695	37856693
45	Chr12	37856694	133841895
46	Chr13	16000000	16000000
CEN13	Chr13	16000001	18999999
47	Chr13	19000000	115159878
48	Chr14	16000000	16000000
CEN14	Chr14	16000001	18999999
49	Chr14	19000000	60371522
50	Chr14	60371523	61826430
51	Chr14	61826431	105884633
52	Chr14	105884634	107339540
53	Chr15	17000000	17000000
CEN15	Chr15	17000001	19999999
54	Chr15	20000000	86972253
55	Chr15	86972254	91256152
56	Chr15	91256153	98237494
57	Chr15	98237495	102521392
58	Chr16	10000	35335801
CEN16	Chr16	35335802	38335800
59	Chr16	38335801	90344753
60	Chr17	10000	22263006
CEN17	Chr17	22263007	25263005
61	Chr17	25263006	52721413
62	Chr17	52721414	54858537
63	Chr17	54858538	79048087
64	Chr17	79048088	81185210
65	Chr18	10000	15460898
CEN18	Chr18	15460899	18460897
66	Chr18	18460898	78067248
67	Chr19	10000	24681782
CEN19	Chr19	24681783	27681781
68	Chr19	27681782	59118983
69	Chr20	10000	26369569
CEN20	Chr20	26369570	29369568
70	Chr20	29369569	63015520
71	Chr21	5211193	11288129
CEN21	Chr21	11288130	14288128
72	Chr21	14288129	48119895
73	Chr22	13000000	13000000
