index	origin	start	end
1	Chr1	10000	121535434
CEN1	Chr1	121535435	124535433
2	Chr1	124535434	215647979
3	Chr1	215647980	219143719
4	Chr1	219143720	245744882
5	Chr1	245744883	249240621
6	Chr2	10000	92326171
CEN2	Chr2	92326172	95326170
7	Chr2	95326171	243189373
8	Chr3	10000	90504854
CEN3	Chr3	90504855	93504853
9	Chr3	93504854	198012430
10	Chr4	10000	49660117
CEN4	Chr4	49660118	52660116
11	Chr4	52660117	183416455
12	Chr4	183416456	184498639
13	Chr4	184498640	190062093
14	Chr4	190062094	191144276
15	Chr5	10000	46405641
CEN5	Chr5	46405642	49405640
16	Chr5	49405641	180905260
17	Chr6	10000	786969
18	Chr6	786970	23387777
19	Chr6	23387778	24164747
20	Chr6	24164748	58830166
CEN6	Chr6	58830167	61830165
21	Chr6	61830166	171105067
22	Chr7	10000	58054331
CEN7	Chr7	58054332	61054330
23	Chr7	61054331	112340458
24	Chr7	112340459	113907945
25	Chr7	113907946	157561177
26	Chr7	157561178	159128663
27	Chr8	10000	43838887
CEN8	Chr8	43838888	46838886
28	Chr8	46838887	134226096
29	Chr8	134226097	135811612
30	Chr8	135811613	144768507
31	Chr8	144768508	146354022
32	Chr9	10000	4716526
33	Chr9	4716527	34299862
34	Chr9	34299863	39006389
35	Chr9	39006390	47367679
CEN9	Chr9	47367680	50367678
36	Chr9	50367679	141203431
37	Chr10	10000	39254935
CEN10	Chr10	39254936	42254934
38	Chr10	42254935	135524747
39	Chr11	10000	51644205
CEN11	Chr11	51644206	54644204
40	Chr11	54644205	134996516
41	Chr12	10000	34856694
CEN12	Chr12	34856695	37856693
42	Chr12	37856694	133841895
43	Chr13	16000000	16000000
CEN13	Chr13	16000001	18999999
44	Chr13	19000000	115159878
45	Chr14	16000000	16000000
CEN14	Chr14	16000001	18999999
46	Chr14	19000000	107339540
47	Chr15	17000000	17000000
CEN15	Chr15	17000001	19999999
48	Chr15	20000000	28474464
49	Chr15	28474465	31211171
50	Chr15	31211172	99784686
51	Chr15	99784687	102521392
52	Chr16	10000	853103
53	Chr16	853104	15832787
54	Chr16	15832788	16675891
55	Chr16	16675892	35335801
CEN16	Chr16	35335802	38335800
56	Chr16	38335801	90344753
57	Chr17	10000	22263006
CEN17	Chr17	22263007	25263005
58	Chr17	25263006	47241145
59	Chr17	47241146	48973626
60	Chr17	48973627	79452730
61	Chr17	79452731	81185210
62	Chr18	10000	15460898
CEN18	Chr18	15460899	18460897
63	Chr18	18460898	78067248
64	Chr19	10000	24681782
CEN19	Chr19	24681783	27681781
65	Chr19	27681782	59118983
66	Chr20	10000	26369569
CEN20	Chr20	26369570	29369568
67	Chr20	29369569	63015520
68	Chr21	5211193	11288129
CEN21	Chr21	11288130	14288128
69	Chr21	14288129	48119895
70	Chr22	13000000	13000000
CEN22	Chr22	13000001	15999999
71	Chr22	16000000	51294566
72	ChrX	10000	3180652
