index	origin	start	end
1	Chr1	10000	121535434
CEN1	Chr1	121535435	124535433
2	Chr1	124535434	249240621
3	Chr2	10000	2596235
4	Chr2	2596236	2909944
5	Chr2	2909945	70085707
6	Chr2	70085708	72985652
7	Chr2	72985653	79765139
8	Chr2	79765140	80078848
9	Chr2	80078849	92326171
CEN2	Chr2	92326172	95326170
10	Chr2	95326171	243189373
11	Chr3	10000	90504854
CEN3	Chr3	90504855	93504853
12	Chr3	93504854	198012430
13	Chr4	10000	49660117
CEN4	Chr4	49660118	52660116
14	Chr4	52660117	128903711
15	Chr4	128903712	129783578
16	Chr4	129783579	144578509
17	Chr4	144578510	148630912
18	Chr4	148630913	187091874
19	Chr4	187091875	190264410
20	Chr4	190264411	191144276
21	Chr5	10000	46405641
CEN5	Chr5	46405642	49405640
22	Chr5	49405641	180905260
23	Chr6	10000	58830166
CEN6	Chr6	58830167	61830165
24	Chr6	61830166	171105067
25	Chr7	10000	58054331
CEN7	Chr7	58054332	61054330
26	Chr7	61054331	159128663
27	Chr8	10000	43838887
CEN8	Chr8	43838888	46838886
28	Chr8	46838887	116063024
29	Chr8	116063025	117203155
30	Chr8	117203156	145213892
31	Chr8	145213893	146354022
32	Chr9	10000	47367679
CEN9	Chr9	47367680	50367678
33	Chr9	50367679	104423235
34	Chr9	104423236	106084664
35	Chr9	106084665	139542003
36	Chr9	139542004	141203431
37	Chr10	10000	39254935
CEN10	Chr10	39254936	42254934
38	Chr10	42254935	60325770
39	Chr10	60325771	61557133
40	Chr10	61557134	134293385
41	Chr10	134293386	135524747
42	Chr11	10000	315368
43	Chr11	315369	11314848
44	Chr11	11314849	11620217
45	Chr11	11620218	51644205
CEN11	Chr11	51644206	54644204
46	Chr11	54644205	72730889
47	Chr11	72730890	77657241
48	Chr11	77657242	130070165
49	Chr11	130070166	134996516
50	Chr12	10000	34856694
CEN12	Chr12	34856695	37856693
51	Chr12	37856694	133841895
52	Chr13	16000000	16000000
CEN13	Chr13	16000001	18999999
53	Chr13	19000000	115159878
54	Chr14	16000000	16000000
CEN14	Chr14	16000001	18999999
55	Chr14	19000000	107339540
56	Chr15	17000000	17000000
CEN15	Chr15	17000001	19999999
57	Chr15	20000000	102521392
58	Chr16	10000	35335801
CEN16	Chr16	35335802	38335800
59	Chr16	38335801	90344753
60	Chr17	10000	22263006
CEN17	Chr17	22263007	25263005
61	Chr17	25263006	81185210
62	Chr18	10000	15460898
CEN18	Chr18	15460899	18460897
63	Chr18	18460898	63370299
64	Chr18	63370300	65000312
65	Chr18	65000313	76437236
66	Chr18	76437237	78067248
67	Chr19	10000	24681782
CEN19	Chr19	24681783	27681781
68	Chr19	27681782	59118983
69	Chr20	10000	26369569
CEN20	Chr20	26369570	29369568
70	Chr20	29369569	63015520
71	Chr21	5211193	11288129
CEN21	Chr21	11288130	14288128
72	Chr21	14288129	48119895
73	Chr22	13000000	13000000
