index	origin	start	end
1	Chr1	10000	121535434
CEN1	Chr1	121535435	124535433
2	Chr1	124535434	249240621
3	Chr2	10000	92326171
CEN2	Chr2	92326172	95326170
4	Chr2	95326171	243189373
5	Chr3	10000	90504854
CEN3	Chr3	90504855	93504853
6	Chr3	93504854	173908880
7	Chr3	173908881	178668279
8	Chr3	178668280	193253032
9	Chr3	193253033	198012430
10	Chr4	10000	49660117
CEN4	Chr4	49660118	52660116
11	Chr4	52660117	191144276
12	Chr5	10000	46405641
CEN5	Chr5	46405642	49405640
13	Chr5	49405641	180905260
14	Chr6	10000	58830166
CEN6	Chr6	58830167	61830165
15	Chr6	61830166	91957165
16	Chr6	91957166	95284454
17	Chr6	95284455	167777779
18	Chr6	167777780	171105067
19	Chr7	10000	58054331
CEN7	Chr7	58054332	61054330
20	Chr7	61054331	159128663
21	Chr8	10000	43838887
CEN8	Chr8	43838888	46838886
22	Chr8	46838887	64404746
23	Chr8	64404747	68746905
24	Chr8	68746906	115784621
25	Chr8	115784622	116693265
26	Chr8	116693266	142011864
27	Chr8	142011865	145445379
28	Chr8	145445380	146354022
29	Chr9	10000	47367679
CEN9	Chr9	47367680	50367678
30	Chr9	50367679	90148329
31	Chr9	90148330	94833825
32	Chr9	94833826	136517936
33	Chr9	136517937	141203431
34	Chr10	10000	326088
35	Chr10	326089	20352835
36	Chr10	20352836	20668924
37	Chr10	20668925	39254935
CEN10	Chr10	39254936	42254934
38	Chr10	42254935	43449403
39	Chr10	43449404	48431986
40	Chr10	48431987	67105705
41	Chr10	67105706	69754248
42	Chr10	69754249	130542165
43	Chr10	130542166	132876205
44	Chr10	132876206	135524747
45	Chr11	10000	51644205
CEN11	Chr11	51644206	54644204
46	Chr11	54644205	134996516
47	Chr12	10000	34856694
CEN12	Chr12	34856695	37856693
48	Chr12	37856694	133841895
49	Chr13	16000000	16000000
CEN13	Chr13	16000001	18999999
50	Chr13	19000000	115159878
51	Chr14	16000000	16000000
CEN14	Chr14	16000001	18999999
52	Chr14	19000000	107339540
53	Chr15	17000000	17000000
CEN15	Chr15	17000001	19999999
54	Chr15	20000000	102521392
55	Chr16	10000	35335801
CEN16	Chr16	35335802	38335800
56	Chr16	38335801	90344753
57	Chr17	10000	22263006
CEN17	Chr17	22263007	25263005
58	Chr17	25263006	81185210
59	Chr18	10000	15460898
CEN18	Chr18	15460899	18460897
60	Chr18	18460898	78067248
61	Chr19	10000	24681782
CEN19	Chr19	24681783	27681781
62	Chr19	27681782	59118983
63	Chr20	10000	26369569
CEN20	Chr20	26369570	29369568
64	Chr20	29369569	63015520
65	Chr21	5211193	11288129
CEN21	Chr21	11288130	14288128
66	Chr21	14288129	48119895
67	Chr22	13000000	13000000
CEN22	Chr22	13000001	15999999
68	Chr22	16000000	51294566
69	ChrX	10000	896490
70	ChrX	896491	44276970
71	ChrX	44276971	45163461
72	ChrX	45163462	58632012
