index	origin	start	end
1	Chr1	10000	121535434
CEN1	Chr1	121535435	124535433
2	Chr1	124535434	224885746
3	Chr1	224885747	228019634
4	Chr1	228019635	241027115
5	Chr1	241027116	244395418
6	Chr1	244395419	245872319
7	Chr1	245872320	246106734
8	Chr1	246106735	249240621
9	Chr2	10000	92326171
CEN2	Chr2	92326172	95326170
10	Chr2	95326171	177240578
11	Chr2	177240579	178544559
12	Chr2	178544560	241885393
13	Chr2	241885394	243189373
14	Chr3	10000	1852652
15	Chr3	1852653	44682775
16	Chr3	44682776	46525428
17	Chr3	46525429	90504854
CEN3	Chr3	90504855	93504853
18	Chr3	93504854	120672123
19	Chr3	120672124	123132819
20	Chr3	123132820	195551735
21	Chr3	195551736	198012430
22	Chr4	10000	49660117
CEN4	Chr4	49660118	52660116
23	Chr4	52660117	191144276
24	Chr5	10000	2325397
25	Chr5	2325398	23516734
26	Chr5	23516735	25832132
27	Chr5	25832133	46405641
CEN5	Chr5	46405642	49405640
28	Chr5	49405641	180905260
29	Chr6	10000	58830166
CEN6	Chr6	58830167	61830165
30	Chr6	61830166	171105067
31	Chr7	10000	58054331
CEN7	Chr7	58054332	61054330
32	Chr7	61054331	159128663
33	Chr8	10000	3184295
34	Chr8	3184296	39512826
35	Chr8	39512827	42687122
36	Chr8	42687123	43838887
CEN8	Chr8	43838888	46838886
37	Chr8	46838887	146354022
38	Chr9	10000	47367679
CEN9	Chr9	47367680	50367678
39	Chr9	50367679	141203431
40	Chr10	10000	39254935
CEN10	Chr10	39254936	42254934
41	Chr10	42254935	135524747
42	Chr11	10000	51644205
CEN11	Chr11	51644206	54644204
43	Chr11	54644205	134996516
44	Chr12	10000	34856694
CEN12	Chr12	34856695	37856693
45	Chr12	37856694	38443216
46	Chr12	38443217	41099318
47	Chr12	41099319	131185794
48	Chr12	131185795	133841895
49	Chr13	16000000	16000000
CEN13	Chr13	16000001	18999999
50	Chr13	19000000	115159878
51	Chr14	16000000	16000000
CEN14	Chr14	16000001	18999999
52	Chr14	19000000	107339540
53	Chr15	17000000	17000000
CEN15	Chr15	17000001	19999999
54	Chr15	20000000	102521392
55	Chr16	10000	35335801
CEN16	Chr16	35335802	38335800
56	Chr16	38335801	90344753
57	Chr17	10000	22263006
CEN17	Chr17	22263007	25263005
58	Chr17	25263006	81185210
59	Chr18	10000	15460898
CEN18	Chr18	15460899	18460897
60	Chr18	18460898	78067248
61	Chr19	10000	24681782
CEN19	Chr19	24681783	27681781
62	Chr19	27681782	59118983
63	Chr20	10000	26369569
CEN20	Chr20	26369570	29369568
64	Chr20	29369569	63015520
65	Chr21	5211193	11288129
CEN21	Chr21	11288130	14288128
66	Chr21	14288129	44977180
67	Chr21	44977181	45769861
68	Chr21	45769862	47327215
69	Chr21	47327216	48119895
70	Chr22	13000000	13000000
CEN22	Chr22	13000001	15999999
71	Chr22	16000000	51294566
72	ChrX	10000	58632012
