index	origin	start	end
1	Chr1	10000	121535434
CEN1	Chr1	121535435	124535433
2	Chr1	124535434	249240621
3	Chr2	10000	4544311
4	Chr2	4544312	22009366
5	Chr2	22009367	26543678
6	Chr2	26543679	92326171
CEN2	Chr2	92326172	95326170
7	Chr2	95326171	232118278
8	Chr2	232118279	234517662
9	Chr2	234517663	240789990
10	Chr2	240789991	243189373
11	Chr3	10000	1773429
12	Chr3	1773430	42359993
13	Chr3	42359994	44123423
14	Chr3	44123424	90504854
CEN3	Chr3	90504855	93504853
15	Chr3	93504854	198012430
16	Chr4	10000	3568648
17	Chr4	3568649	4150407
18	Chr4	4150408	7709056
19	Chr4	7709057	49660117
CEN4	Chr4	49660118	52660116
20	Chr4	52660117	191144276
21	Chr5	10000	46405641
CEN5	Chr5	46405642	49405640
22	Chr5	49405641	180905260
23	Chr6	10000	58830166
CEN6	Chr6	58830167	61830165
24	Chr6	61830166	114621460
25	Chr6	114621461	118208829
26	Chr6	118208830	167517699
27	Chr6	167517700	171105067
28	Chr7	10000	58054331
CEN7	Chr7	58054332	61054330
29	Chr7	61054331	72057819
30	Chr7	72057820	74081981
31	Chr7	74081982	157104502
32	Chr7	157104503	159128663
33	Chr8	10000	43838887
CEN8	Chr8	43838888	46838886
34	Chr8	46838887	146354022
35	Chr9	10000	47367679
CEN9	Chr9	47367680	50367678
36	Chr9	50367679	141203431
37	Chr10	10000	39254935
CEN10	Chr10	39254936	42254934
38	Chr10	42254935	124383761
39	Chr10	124383762	127859428
40	Chr10	127859429	132049081
41	Chr10	132049082	135524747
42	Chr11	10000	51644205
CEN11	Chr11	51644206	54644204
43	Chr11	54644205	134996516
44	Chr12	10000	4318826
45	Chr12	4318827	22085965
46	Chr12	22085966	26394792
47	Chr12	26394793	34856694
CEN12	Chr12	34856695	37856693
48	Chr12	37856694	67633542
49	Chr12	67633543	71142375
50	Chr12	71142376	130333063
51	Chr12	130333064	133841895
52	Chr13	16000000	16000000
CEN13	Chr13	16000001	18999999
53	Chr13	19000000	115159878
54	Chr14	16000000	16000000
CEN14	Chr14	16000001	18999999
55	Chr14	19000000	107339540
56	Chr15	17000000	17000000
CEN15	Chr15	17000001	19999999
57	Chr15	20000000	102521392
58	Chr16	10000	35335801
CEN16	Chr16	35335802	38335800
59	Chr16	38335801	90344753
60	Chr17	10000	22263006
CEN17	Chr17	22263007	25263005
61	Chr17	25263006	81185210
62	Chr18	10000	15460898
CEN18	Chr18	15460899	18460897
63	Chr18	18460898	78067248
64	Chr19	10000	1019024
65	Chr19	1019025	6371438
66	Chr19	6371439	7380463
67	Chr19	7380464	24681782
CEN19	Chr19	24681783	27681781
68	Chr19	27681782	59118983
69	Chr20	10000	26369569
CEN20	Chr20	26369570	29369568
70	Chr20	29369569	63015520
71	Chr21	5211193	11288129
CEN21	Chr21	11288130	14288128
72	Chr21	14288129	48119895
73	Chr22	13000000	13000000
