index	origin	start	end
1	Chr1	10000	2676496
2	Chr1	2676497	2703981
3	Chr1	2703982	5370478
4	Chr1	5370479	121535434
CEN1	Chr1	121535435	124535433
5	Chr1	124535434	240932177
6	Chr1	240932178	241184656
7	Chr1	241184657	248988143
8	Chr1	248988144	249240621
9	Chr2	10000	1343784
10	Chr2	1343785	29071823
11	Chr2	29071824	30405608
12	Chr2	30405609	92326171
CEN2	Chr2	92326172	95326170
13	Chr2	95326171	243189373
14	Chr3	10000	90504854
CEN3	Chr3	90504855	93504853
15	Chr3	93504854	198012430
16	Chr4	10000	49660117
CEN4	Chr4	49660118	52660116
17	Chr4	52660117	191144276
18	Chr5	10000	46405641
CEN5	Chr5	46405642	49405640
19	Chr5	49405641	180905260
20	Chr6	10000	58830166
CEN6	Chr6	58830167	61830165
21	Chr6	61830166	171105067
22	Chr7	10000	58054331
CEN7	Chr7	58054332	61054330
23	Chr7	61054331	68899246
24	Chr7	68899247	69852020
25	Chr7	69852021	95526344
26	Chr7	95526345	97840550
27	Chr7	97840551	156814458
28	Chr7	156814459	158175890
29	Chr7	158175891	159128663
30	Chr8	10000	43838887
CEN8	Chr8	43838888	46838886
31	Chr8	46838887	53727827
32	Chr8	53727828	56048822
33	Chr8	56048823	144033028
34	Chr8	144033029	146354022
35	Chr9	10000	47367679
CEN9	Chr9	47367680	50367678
36	Chr9	50367679	141203431
37	Chr10	10000	39254935
CEN10	Chr10	39254936	42254934
38	Chr10	42254935	135524747
39	Chr11	10000	51644205
CEN11	Chr11	51644206	54644204
40	Chr11	54644205	134996516
41	Chr12	10000	34856694
CEN12	Chr12	34856695	37856693
42	Chr12	37856694	50607773
43	Chr12	50607774	51149367
44	Chr12	51149368	133300302
45	Chr12	133300303	133841895
46	Chr13	16000000	16000000
CEN13	Chr13	16000001	18999999
47	Chr13	19000000	115159878
48	Chr14	16000000	16000000
CEN14	Chr14	16000001	18999999
49	Chr14	19000000	107339540
50	Chr15	17000000	17000000
CEN15	Chr15	17000001	19999999
51	Chr15	20000000	102521392
52	Chr16	10000	35335801
CEN16	Chr16	35335802	38335800
53	Chr16	38335801	90344753
54	Chr17	10000	22263006
CEN17	Chr17	22263007	25263005
55	Chr17	25263006	81185210
56	Chr18	10000	1265230
57	Chr18	1265231	2608542
58	Chr18	2608543	3863773
59	Chr18	3863774	15460898
CEN18	Chr18	15460899	18460897
60	Chr18	18460898	78067248
61	Chr19	10000	24681782
CEN19	Chr19	24681783	27681781
62	Chr19	27681782	59118983
63	Chr20	10000	26369569
CEN20	Chr20	26369570	29369568
64	Chr20	29369569	63015520
65	Chr21	5211193	11288129
CEN21	Chr21	11288130	14288128
66	Chr21	14288129	48119895
67	Chr22	13000000	13000000
CEN22	Chr22	13000001	15999999
68	Chr22	16000000	51294566
69	ChrX	10000	4026556
70	ChrX	4026557	4998351
71	ChrX	4998352	23274818
72	ChrX	23274819	28263170
