index	origin	start	end
1	Chr1	10000	4498815
2	Chr1	4498816	82344384
3	Chr1	82344385	86833200
4	Chr1	86833201	121535434
CEN1	Chr1	121535435	124535433
5	Chr1	124535434	236629471
6	Chr1	236629472	241517072
7	Chr1	241517073	244353021
8	Chr1	244353022	249240621
9	Chr2	10000	92326171
CEN2	Chr2	92326172	95326170
10	Chr2	95326171	243189373
11	Chr3	10000	3917294
12	Chr3	3917295	4614296
13	Chr3	4614297	8521591
14	Chr3	8521592	90504854
CEN3	Chr3	90504855	93504853
15	Chr3	93504854	135865364
16	Chr3	135865365	140080320
17	Chr3	140080321	193797475
18	Chr3	193797476	198012430
19	Chr4	10000	49660117
CEN4	Chr4	49660118	52660116
20	Chr4	52660117	191144276
21	Chr5	10000	46405641
CEN5	Chr5	46405642	49405640
22	Chr5	49405641	170956892
23	Chr5	170956893	175399393
24	Chr5	175399394	176462760
25	Chr5	176462761	180905260
26	Chr6	10000	58830166
CEN6	Chr6	58830167	61830165
27	Chr6	61830166	84397208
28	Chr6	84397209	86442377
29	Chr6	86442378	160924488
30	Chr6	160924489	164576828
31	Chr6	164576829	169059899
32	Chr6	169059900	170667070
33	Chr6	170667071	171105067
34	Chr7	10000	58054331
CEN7	Chr7	58054332	61054330
35	Chr7	61054331	97694810
36	Chr7	97694811	99017096
37	Chr7	99017097	149668232
38	Chr7	149668233	154079549
39	Chr7	154079550	154717347
40	Chr7	154717348	157806378
41	Chr7	157806379	159128663
42	Chr8	10000	43838887
CEN8	Chr8	43838888	46838886
43	Chr8	46838887	146354022
44	Chr9	10000	47367679
CEN9	Chr9	47367680	50367678
45	Chr9	50367679	141203431
46	Chr10	10000	39254935
CEN10	Chr10	39254936	42254934
47	Chr10	42254935	135524747
48	Chr11	10000	51644205
CEN11	Chr11	51644206	54644204
49	Chr11	54644205	134996516
50	Chr12	10000	34856694
CEN12	Chr12	34856695	37856693
51	Chr12	37856694	133841895
52	Chr13	16000000	16000000
CEN13	Chr13	16000001	18999999
53	Chr13	19000000	115159878
54	Chr14	16000000	16000000
CEN14	Chr14	16000001	18999999
55	Chr14	19000000	62120139
56	Chr14	62120140	66888848
57	Chr14	66888849	102570832
58	Chr14	102570833	107339540
59	Chr15	17000000	17000000
CEN15	Chr15	17000001	19999999
60	Chr15	20000000	102521392
61	Chr16	10000	35335801
CEN16	Chr16	35335802	38335800
62	Chr16	38335801	90344753
63	Chr17	10000	22263006
CEN17	Chr17	22263007	25263005
64	Chr17	25263006	81185210
65	Chr18	10000	15460898
CEN18	Chr18	15460899	18460897
66	Chr18	18460898	78067248
67	Chr19	10000	24681782
CEN19	Chr19	24681783	27681781
68	Chr19	27681782	59118983
69	Chr20	10000	26369569
CEN20	Chr20	26369570	29369568
70	Chr20	29369569	63015520
71	Chr21	5211193	11288129
CEN21	Chr21	11288130	14288128
72	Chr21	14288129	48119895
73	Chr22	13000000	13000000
CEN22	Chr22	13000001	15999999
74	Chr22	16000000	51294566
75	ChrX	10000	58632012
CENX	ChrX	58632013	61632011
76	ChrX	61632012	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,2+,3+,4+,CEN1+,5+,6+,7+,8+,8-	10000	10000
Chr1b	1+,1-,2+,3+,4+,CEN1+,5+,6+,7+,8+	10000	10000
Chr2a	9+,CEN2+,10+	10000	10000
